File Length,C# character-level grammar parse time (seconds),C# character-level grammar reachable SPPF node count,C# character-level grammar full SPPF node count,C# character-level grammar reachable SPPF edge count,C# character-level grammar full SPPF edge count,C# character-level grammar reachable non-token SPPF node count,C# character-level grammar full non-token SPPF node count,C# character-level grammar reachable non-token SPPF edge count,C# character-level grammar full SPPF non-token edge count,C# character-level grammar ambiguity node count,C# character-level grammar GSS node count,C# character-level grammar GSS edge count,C# character-level grammar descriptor count,C# w/o lexical disambiguation output triple set size,C# w/o lexical disambiguation output no. of tokenisations,C# w/o lexical disambiguation lex time (seconds),C# w/o lexical disambiguation parse time (seconds),C# w/o lexical disambiguation total time (seconds),C# w/o lexical disambiguation reachable SPPF node count,C# w/o lexical disambiguation full SPPF node count,C# w/o lexical disambiguation reachable SPPF edge count,C# w/o lexical disambiguation full SPPF edge count,C# w/o lexical disambiguation ambiguity node count,C# w/o lexical disambiguation GSS node count,C# w/o lexical disambiguation GSS edge count,C# w/o lexical disambiguation descriptor count,C# with full lexical disambiguation output triple set size,C# with full lexical disambiguation output no. of tokenisations,C# with full lexical disambiguation lex time (seconds),C# with full lexical disambiguation parse time (seconds),C# with full lexical disambiguation total time (seconds),C# with full lexical disambiguation reachable SPPF node count,C# with full lexical disambiguation full SPPF node count,C# with full lexical disambiguation reachable SPPF edge count,C# with full lexical disambiguation full SPPF edge count,C# with full lexical disambiguation ambiguity node count,C# with full lexical disambiguation GSS node count,C# with full lexical disambiguation GSS edge count,C# with full lexical disambiguation descriptor count
88,0.042224868000000006,589,4150,598,5322,174,3203,178,3965,219,3591,7550,14606,218,70295318691840,0.013244160000000001,0.087049913,0.10029407300000001,174,2111,178,2561,189,782,1626,5499,21,1,0.023233196,0.048200951000000006,0.071434147,145,302,144,333,5,322,769,1415
581,0.298914693,5045,17641,5194,21501,2434,13701,2512,16283,908,23795,45077,82587,1220,4588854379909826235147049388300902414976187780648064408615403282661113856000000000,0.046493684,0.18504583000000002,0.231539514,2434,9783,2512,11519,787,5004,10817,31639,203,1,0.087551321,0.12469427000000001,0.212245591,2185,2955,2214,3208,62,3112,7238,14284
600,0.358424126,5223,18118,5397,22102,2498,14052,2588,16712,941,23903,45275,83389,1300,79956198715548812321202188541754923678545095890011874255714786797087247826944000000000,0.058320797,0.181917871,0.24023866800000002,2498,10059,2588,11863,820,5041,10876,32264,207,1,0.08175431400000001,0.09253235400000001,0.174286668,2167,2943,2196,3197,62,3060,7084,14015
565,0.36689059500000004,4683,19545,4833,24241,2150,15377,2243,18622,1059,22563,44225,83441,1284,97625374584326689765792179332381210469193376221826898932255892305505574453248000000000,0.047757446,0.20008498100000002,0.247842427,2150,10951,2243,13041,908,4977,10623,33231,184,1,0.08754819500000001,0.13118039,0.218728585,1922,2758,1971,3039,69,2870,6656,12998
358,0.263215792,3477,11819,3580,14447,1798,9070,1839,10722,548,15029,29081,53760,693,1455703752682164772917783584587253437704437760,0.046992362,0.191182714,0.238175076,1798,6258,1839,7371,465,3740,8578,21735,132,1,0.061068968,0.122601075,0.183670043,1594,2065,1593,2187,15,2467,6294,11901
344,0.084372315,2640,12096,2733,15008,1046,9051,1092,10670,700,10937,21034,42160,943,471891164983575760715675285545644188638827277681950720000,0.030721766,0.124568941,0.155290707,1046,6591,1092,7962,656,2212,4929,16709,96,2,0.050145941000000006,0.13150851,0.18165445100000002,879,1302,890,1424,40,1175,2825,5699
685,0.344308759,6263,20408,6651,24817,2601,14632,2781,16688,959,18214,34366,70351,2417,25606264413749097428914495232871303249379895194942039816266522129562105176537211077561001432175850491621293424640000000000,0.06952665300000001,0.21070903400000002,0.280235687,2601,9529,2781,11380,879,3854,8439,26827,161,1,0.127099511,0.10207402900000001,0.22917354,1806,2266,1820,2408,25,2599,6100,12082
1806,0.6503265340000001,15536,52709,16109,63389,6402,39494,6685,45768,2565,48813,92779,194688,5335,34248343067382965186590458622123443751310894412793875027157486579109724813357183813933694124325834419311725682293408523762647723583217497228687361629933486992449238430534954671643476761395397727748489456508465060254750566782398987514405999986134220800000000000000000000000000000000,0.079526147,0.23998638100000003,0.319512528,6402,27138,6685,32465,2429,11472,26534,81641,477,16,0.178805358,0.163217796,0.342023154,5251,6581,5285,6945,63,7362,18864,35791
1279,0.656631528,10751,45184,11214,57314,4390,33302,4622,40214,2137,45578,91447,173535,4120,433219615232250765103306791273500362909124975482889022870054822887906078929507896044836106782113889777104814417910915645479675421000134697966626831619882031748879929976563996396456863355371520000000000000000000,0.069457377,0.18574198900000002,0.25519936600000004,4390,22251,4622,26613,1820,10834,23726,69046,336,1,0.10879121900000001,0.10904749100000001,0.21783871000000002,3584,5107,3643,5605,85,6976,16596,29639
349,0.063341699,2340,9312,2354,11280,633,6433,642,7286,399,8039,15723,30871,1182,210656145297004427154776329028999200401384904437679521792000000000,0.038591731000000004,0.134630632,0.17322236300000002,633,3932,642,4634,370,1228,2546,9350,73,1,0.07392424,0.12041367000000001,0.19433791,610,938,614,1014,20,761,1703,3719
685,0.345007029,6263,20408,6651,24817,2601,14632,2781,16688,959,18214,34366,70351,2417,25606264413749097428914495232871303249379895194942039816266522129562105176537211077561001432175850491621293424640000000000,0.045642217000000006,0.11348003200000001,0.15912224900000002,2601,9529,2781,11380,879,3854,8439,26827,161,1,0.071985093,0.073929403,0.145914496,1806,2266,1820,2408,25,2599,6100,12082
317,0.060436813000000006,2322,7728,2379,9341,772,5370,798,6178,317,8939,17216,31334,1044,2319206295909525645544810133004014612686392227423846400,0.031004237,0.111535827,0.14254006400000002,772,3430,798,4021,280,1638,3453,10417,73,1,0.042754320000000005,0.07166209500000001,0.11441641500000001,643,846,642,897,5,1042,2294,4600
324,0.099235476,2762,13155,2870,16163,997,9318,1057,10512,679,8170,16014,35576,962,14836153698805158668195348408990809089638400000000000,0.027241871,0.102944983,0.13018685400000002,997,6075,1057,7341,636,2043,4344,14150,70,1,0.040709991,0.088455213,0.129165204,733,1245,737,1362,30,1281,2991,5820
3670,1.6543909060000002,29546,129462,31119,162127,10494,94392,11068,111295,5959,107753,211025,440421,16277,23256974474454364145581484130887439853414916108134977924759990044915425219020786288609814781286733160405527302581772757451442982739675050200199710558939049762565419192115746711066603676727829967087878083731512325002485715782941136790579532684241280103593952780836800568658508649268554662080584360981811235461231884609949224976328450570828213061809970056173282734288764192388470464754295029213787090903788537561429590622280487231212441820459428743272769959433758054631747951846035893537756129362602114405653598315474520559861785199766205953327217801454603687561474867200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.153914826,0.47977834100000005,0.633693167,10494,60732,11068,72872,5224,23915,51059,165739,814,1,0.38090355600000003,0.172086399,0.552989955,7883,12092,8046,13391,273,13678,32214,59894
1730,0.7500395710000001,17148,51195,17591,61040,9339,39854,9508,46305,2301,70919,131808,245191,3045,10620204888998792512259296713595774700607753532480360815541018995761574626929167339160794339993745683469358201763001708839467668638048818544412699355694667411239676674048000000000000000000000,0.09255467,0.316768967,0.409323637,9339,28189,9508,32828,2060,18082,41490,104395,727,1,0.158291932,0.20891790000000002,0.367209832,8561,11292,8560,11986,130,12535,30856,60273
146,0.057874204000000005,1056,5067,1077,6330,465,3884,479,4685,261,6730,13742,23724,360,318977256820552866201600,0.023343589,0.11671659200000001,0.140060181,465,2676,479,3221,224,1311,2915,8178,44,1,0.028730749000000003,0.070469403,0.099200152,442,687,451,771,15,821,2023,3605
149,0.046898827000000004,1095,4628,1130,5768,462,3540,476,4297,217,6110,12108,21850,369,14867815406433473868595200,0.025068139000000003,0.09033555500000001,0.115403694,462,2375,476,2852,181,1302,2895,7878,43,1,0.039716578,0.052792692,0.09250927,393,552,392,605,0,710,1814,3120
249,0.092073585,2035,7578,2090,9252,982,5767,1011,6806,381,11023,20928,36899,577,587386499435319988911045929965977600,0.024474930000000002,0.12805972100000002,0.15253465100000002,982,4165,1011,4945,337,2191,4846,13321,86,1,0.037087347,0.08775563900000001,0.124842986,913,1362,927,1486,31,1427,3427,6586
445,0.22528504700000002,4311,13477,4539,16298,2129,10220,2272,11925,706,16696,32525,59829,1055,4024765653576557922211979931916359451136109793757577516102451200000,0.035687835,0.11960898900000001,0.155296824,2129,7461,2272,8882,639,3522,7860,23222,148,1,0.06405548200000001,0.09569725100000001,0.159752733,1685,2285,1739,2510,67,2493,5973,11526
272,0.092663456,2470,8360,2665,10277,1141,6301,1237,7430,452,9899,19157,35530,780,260894947173230285110887252849299779444172390400,0.046566226,0.126487129,0.17305335500000002,1141,4421,1237,5349,407,2007,4427,12993,71,1,0.068960248,0.10783938100000001,0.176799629,705,902,714,977,10,1268,3112,5293
469,0.137085752,3631,16828,3779,20942,1355,12424,1436,14494,981,12610,24652,52117,1957,58306884277428418624533839190427218924076561087099507144691057599159693266124800000000000000,0.040206307000000004,0.136698585,0.176904892,1355,9020,1436,10845,908,2779,5850,21588,122,2,0.059605794000000004,0.068875051,0.128480845,1113,1863,1144,2103,94,1410,3134,6819
606,0.315934674,6052,17834,6172,21311,3435,13753,3474,15970,665,28955,55470,98736,1047,26680952535135417138449894721689642400366742937352538692809895444480000,0.04228586,0.15240862000000002,0.19469448,3435,9562,3474,11064,574,6985,16529,38902,255,1,0.060239061,0.10043463700000001,0.160673698,3259,3806,3258,3978,0,4773,12521,23526
595,0.368212655,5119,17381,5292,21216,2360,12973,2455,15229,821,20193,39197,73083,1656,6396605490333695529732302072364466640787814119662381078896245728781283271872416610858743889920000,0.045907790000000004,0.145305717,0.191213507,2360,8742,2455,10393,739,4298,9705,27299,178,1,0.06937539000000001,0.08944990800000001,0.158825298,2053,2564,2081,2740,31,2825,6993,13340
710,0.41709963600000005,5875,19282,6150,23827,2218,13807,2347,16408,797,19683,38702,74024,2284,2104387578905072926162400033681056299688174017450988947349728054710999936175941431733514441443120520405303951360000000,0.046837434000000004,0.115478409,0.16231584300000002,2218,9186,2347,11075,713,4306,9413,28761,163,1,0.072511803,0.06989527000000001,0.142407073,1605,2099,1621,2272,26,2804,6617,12363
207,0.058769581,1833,6374,1879,7768,918,4889,942,5800,305,9504,18674,32559,420,111890199097725260492124979200,0.023415085000000002,0.115740537,0.139155622,918,3353,942,3936,249,1945,4342,11517,75,1,0.050607469,0.115577331,0.16618480000000002,849,1156,858,1254,20,1268,3118,5997
994,0.432074856,11441,35660,12784,44347,5089,24916,5609,28229,1654,28581,53502,113165,4191,327018217407646340133440544491982516467194525854577811400280062745984838317782048781148256357636280884200996896984749387969972500631199803866430455465190387989842921967006515200000000,0.068944,0.20525810400000002,0.274202104,5089,16195,5609,19349,1468,5954,12726,42578,217,1,0.123484145,0.09661212400000001,0.220096269,2333,3123,2352,3352,36,3541,8450,16143
739,0.401077108,7620,31764,8433,40018,3183,22052,3511,24711,1449,20770,40663,89502,4180,5221931490776564768354014432250426997939686083005428372293263846543344473907475201058294131893368997359541707367811014979794006033462414278656000000,0.07654746500000001,0.22571665300000002,0.302264118,3183,13554,3511,16248,1297,4433,9337,33834,143,1,0.145117135,0.090434391,0.235551526,1507,2077,1526,2252,26,2399,5700,10613
1441,0.38326976,11476,36036,11920,43686,3439,23392,3629,26260,1422,26865,50786,108460,5183,89340978474658031449395473921288157419295504761927884760332358714330551178525794471392910094233862421374450369578169173802050601887047607966563096354696124803915541084787159335018940470783641343233505414348800000,0.09520088700000001,0.22026007500000003,0.315460962,3439,14238,3629,16871,1281,5331,11875,38357,243,1,0.133536235,0.10799541900000001,0.241531654,2603,3319,2632,3527,41,3220,8089,16511
1264,0.454570338,9981,24064,10183,28345,4135,16338,4262,18260,814,32078,57629,108064,4550,22647831742787072647706230756977114268003727450931785755019212278028077517969219898865833149154037677432458143013407315625175901455428737576059608348340006979388629156177286886995203283409356709155054720434147647828298085359788196570171503982673920,0.12239882,0.23974703300000003,0.362145853,4135,10385,4262,12075,735,6938,15558,39492,319,1,0.18807887,0.11677153600000001,0.304850406,3643,4300,3710,4614,54,4520,11076,21678
323,0.239088615,2177,12174,2235,16295,897,8434,926,10490,517,15016,28350,49639,985,13306645986083405580476029994595375906816000000,0.045392506000000006,0.172807507,0.21820001300000003,897,5279,926,6248,379,2654,5456,15679,101,1,0.082897365,0.112952065,0.19584943000000002,770,1141,774,1271,15,1258,2834,5095
82087,15.671487815,1235357,2668163,1411926,3269355,630310,1920342,706710,2187741,128792,2201034,3970705,8375333,282402,31001445240938606955788910876030921614572556709788444520978281751859241472629051085496048018832231789790810982886643516700191097788988514142708457838750629726251413396891422310880882671640174411157416742070323343596587021301703127307962650444027113593349588508337943236394228717813950245863299961306446351563716278927372259629411203872233664901435978123359289848056681698913741710995778796265171645301630529371766729655646923312594654809919734585970159860111196084953934776081845441756115526775641173854693890191654951551387053332487671187548999394051840919901110809315415598055362222783324329793303713195291666716985944339697231437043198072851286695765577680862799929585872309901631744507267396568927503408548748168867374416857196260036132499606806150224124251646953457985971644592393977892249918470356382920922683793322303854854285604632159563958839718842724060009603412676299796661709019909245792555164126036482717039270004538525166953461477098435014292864119300775545635236765627794923835166251496421093004546334793364980069018836043977768991131409297449959324205282670052994322341526975216696733625848800012857331687892901747222573182016686763177198869463961170466813513286694138812430681261816637933752106991029243729173237201715202592288517414903424189726348892298646956817055289504193778180835893928436910866060857205004317709690237050036114490457263287455825327021089490824301137850411422113223518655707952799735799312203470933967814096823388137706796191864955497068419479249644167768815833763504995157867689376120349623869361158858514053464748701027285498462862733971656341986972175940080983131003628396822422024161340095933418960499386007626655781306249434987831206418386891392206076374349528860257582064500740946848050324569544830085436367218243086548223581549031246136413202850085349828072294434458013815835376704676498958190198459839139512835036387450520709336691845057220806186381791141365460223194167345098805158935407728154477352420620079130673170816798337216680155569301371510764417921151902328682200305716664675992848233499682532107969351076065827839269239318568403519921483235039315840263513108344710871724362192213675830860615692373896334896523973549243254371892054254031586959625219188187800750925975576749341658713094413762236526101684377426398996661359554966930218365228400319144710431916631084004180983946602757269680401488173604658524605308040814701726310848765784615953899630113629988052403248652556375027775209193520450314927059126453775331769410719350811843135172182357028474668337652488443176117292536306890052735149943677113032469356860822547709161895512160496411542400746064713465589307667485233777715296908099697973413524892042916080537022469129425744449960302322061065612928452487536345336723947670173720096473585277929525914232321363829675572855438161135885974294227108370203295490503008975447942553782243363249183240505383310813498860309331117386772158585635238192495200999311853661623905071024055841474494148969792769110380687628825800442884880558744398426780778526351410252529994243579487307315640232927817086838785389769972438643980211282880310293347430529739081834763581745335077112068960486499993104425337992548321152213735525957466808196611361153717059518681795941039666754987288191734350304401891622032542795195278670968201040741954095059877362244524703012693117397247265125377143082608336079278273392607377353293549680773316230100857626917415422421981680948528631481107006151058570361709314583763755005964492755350675206375642551280904867951019759265397853268300438721416299256614349561440210731180603929035859386931306633437994686753214319769531688802398583619503450031291634376771030009200802224234433173825077215686397781081567981085481293706561276403862702832298313571067693323152471579205427437410308946934906036029739828259883331172479503469386629376192944272149226546762056484950054188390275434373557533393171835256892886906380629705389305021058332107410722094323059054027693667614975226038487033301164565416287859707975144734003568567705016885007546282790134272885910170151118960851677012833003979207711978877739533730889174771658311172303249254969376995590603380171706065548534123209514806250461766709578968082592771647538101088138530417392062049504815995194083514659523695828364315094959064476188422325864660182681101776587547096598635775219842283190594376461179794821508050502756908201478048525558294432789845283030941471431744017896092531019541415695489930444119149151212150675450371372269608824931548590572220303311491169085324405018328932720045300787742098266071122622816063661625935022958745792684137880974185757197620134594254322620745466767343929376670921220381146526502461576612572955363583620217351939260824090432069186208735624259912541815774725700944234236247811040402799253529599169366467138629846444466701917968937093119458203320583367811856220671594718275584931494445250485098826643446332503407272620147629922859403373834360143963294795269802094400302174677800832232624990815460232952359757375754455972471694332519255875777599316511129291227045388352870398952667771428980591924917598711123196469295191505386363435128510672790711736317592697734492498874933700136131984223476816921054596590154154058921441214420606591258324323245413727187028627379432278618427798453127791540521828773078092288152405435860428069153759027189889079559397070369143406113589054598477295577461238636246543413979905238778213737675204093259821291785867654611134790946921012795876820564599568572948460658072049403289967600783943612227336837153357614494561036909821470579453189514361697997700220075962851144423288355911185122857257918127500424270610345201941493451515228687287883710659428708462569290902343837556398165075319501613304254001949128906910764074849022591148667927158658230794091383264415677741102471812552123756698101902862363835282336577780266575462060180902909881471163871299898818397888499527992741311629079210675443887488317145335165127189486254631423273750776503141089470686957910284648542630213923679692596118591635409069893574557118765013768698683344364693396470052148422794476176915035209728997755184699038203182336801013435796339294303264414999327738987826683323446918854933302087613320527006847706322596613312457563657231664803016924743214545682551648996287600567238587349255816766359367200096536262290330707183380853274573857686512247553978568848326870404391135588224043695870493192457504828388571925873896278601861520287917476484949933287178727339182938971186535026936211219840408115249228559638592088061567201330702539002208785280201659731983867211061007915462559591554547815252126959564574759245173491045433058717808918678978578883397917293755944440680202593418788436074264739864428081710531894348472008414117611593081179610970487730365443326318852217265448638955198553518895200023205493665834857440649683674804360017247997318575923779660449197424693289804433808208417620928677018415383592903271457714647110919363712912213577063172973226659771387181215650615424204213754051442461497897458886064934942116062977138761335961710658373860614527711977739939966402735745811349404699213267473113536604485447328989751581556302220975522787160917661759541626370448261390713671100900046717792019836531055104249221202017320143331841672650918467470302003637314046762692233210557419629739997962624862087265005616871274861168640116200138366354483009430462439373330335417195714686503330945366795809343529321698761415944421750008582996750172209448209720093771060284166700565947928791386199266982311189168321288163176138745281490156841652198983348540090482691112423582859975675248514659949555032103552681860603351470841211704326389746453128971458743063063860304367898169595152349337151566814098263965833040548734079904577410651801702529990515276502452338619359187673154071448231979270238860394066103044967902239391014661326413542590792799858994688412546410692333028012287757046626203163626615998553372589586112023568981358759513199305735072142502552658574546038268093754004444290228013547527312330787319475438305359427311499564327269442460443436196325292205159067368629475644270353784881347310582231644323970549875486060116332091476098016310372565225778259033574398799139310439001282454279588030303963158520179012754179125266281050820502588495509799557047723146534833428390618763035076078637054429916421375547152591690835864895066413070815365825472427765859120287095931481521538693201606900907305706536914609627175170034135363840755686340253823722585275812413279617686309491468900976357523984911666146314511017760588338948103916321868792676128442843381464153147411557484747208839066117890381530011521575708784012886761236646023433918387893756554874259993292842984972909080498912579801839049596072254980362410664724674020802404314060868571305474360564759038526536799852727399139477175063450466643552364286887249584489601584459076311789345645205286933588900088335682207552260619938981296889345031650535717479438678230309798828204291515969386696267639795359425597733453990224286797641269248233525909293958366046923267360351750350072112278396509626644489310943676612200209061065556284484062037778413571801749817696331246004345703794631389074154843708782450190020387188484984713352236191154832553187001708516819702903503944737929231668208560078912005715054224387020498689553903675113551729737184804713523744127405460526974858844370922595482531987149317984775743160458185166074936257378012469372274581016157466594778776975165059899491888121960921505144939561760478382244282967117433315223630524253672421262003381212641202899929617705153580148107131166874632268104383337334175887900551306330187657761129894483852624218921247301729919229689917416825599764482143536956522871965919049820090072084292204467587262875521815263451754278356874463366167844492665839348910898092769054991791332141374090351446527755940788932347398928831199686591328961696842362750088508684924124454376781156963863602479099488523615697979641300805754912429400736035597382866918470358083794332644602285829978704619649092149129960503669023752335198886673121380455889828915058773771181982829188010629760981524940587991923292713435210282895493708650896239876627368706894514397533204266074308957160094435664462577797816284879104291012117153149252632349775388220934007313809390871115576601497619939190045345471638316310202545171082478686174216278074567296005268997115719212041287185476418126442147967050955006839426575256895880185573751634459873581265473514660146167999412250837181745300266437649304170137890527701187884740879801802431482253490287001229352442199906085333909076641305416085612193697036302134971017540567517021185061493573831549591142355055495656969032440819071155065273009288087958611942656249663803901698126206989653489645199491462281324948144567134611020598069761183716140968873320650436372062557921815940651371856126816222994602853003296219354133913413298257767414557571882195404853610954538567176059494935796293088261553780313173308839256097533099293088315893313944031081917287124806710783446589686580687509627664730789145539061297672972521766310999806038185489227229907912195720383995345954372409091645794608362595442241493736931677045758892444984189659454557104009466467470093949047257325444485033656717981649648908639944435313003027413361586134873852449718116068094105516143936486054620718162873812854944278509416118896690036595312065565675194040763704814797015829050282969764362822429416272992226551655164325040947835371014993618989711039625992818213159531304399038240192864426409811800081571505042525000565208468430055820620896109570773437489376150798854998191133764275419799819678023504361342520602889602329371784309529022396757362913193907008288315242719086562943749350304203943185405510066642361257670703661819248724058922606877874798834904026641533481263958055924274235902755782604644665409470518958245489122809895060541903456851551339131601459142544508107642267223975079011957157753661960080158833824083851214975608772799904704274543091373226682060639550729547887705246816645839564743607549226155651539391020624384662975308990368042092605107506456014903478625100458783551166623296839377432774287194215924603758096223090535339423609745210372960137312742096400776811949313618729722960319576499650333283322099885433223091086405361898754470350483486718091000190852272754455763621392431324676736553435845854068607863985319872194344908236887020396147329463055447293957873392570908102532772024625501657132641054334560833547430541474473703654730625941823423988032031356565406986722294849464300714030849654479654566790097858094872512461222934703743476069304595657707568007563916734582403465424815969504359895450027498312837219259005224275439358634185708478402577159226861110498377255853176657077014836678205217988742443208094968564515962925882739078184269888231774854134232326174276927171911886430596135350801861824061157541956350679142395418800257343890553261719488362903312003353655142302228355913294890247748554949978967079046476861442067225662663848800414562413811839896768281601825055779088916329851821700603592176677307321305014085506793449860708280615415574252294597945307828721434835181190529200104431303135735114544599823777564098949206238822383567390841839350183687699767774898326322700654967229334156243696533462406510394708079099481535191359038486024607193814601515432039038659334637566797401153736881744814125093949833836456857595415081708008584998545689407158651330158571364454206752114357248799051659449002090318677142307764930851762737741933552015367502007610500834917613843319143662699656130588563861753448285966283053733258175725306612875202818240185852439230857353463699681383513557037295022616425875717758319971828417224062387560381969448492439607277710067554186391114476364378962209283934830766620399835026334395704047785967415552674752194977043336876079112757568481744596209660277955720567767193793773082808160245765313493709423492238763846682572902592929398182286541016538123580241464141946131277208723787899288795235465381528965194360052770908926049470600565647784162576697366617079051838494726770188550558795248536796033806218464645113656018866604296722945456422714881215678370687397542633962512340836427797431693424425221697078714348386974128123124157877423263764873013222498116359166193683475423096247011359722178139445881009361847323826625764350917934260733854456608641852616898446827015292668261262954177909636077965157954474661852892744058527860552702376892422453283179789388341483688809628394313385627884000598303956911247926606214791668220753368765238524763634542787018253014812183459655296265314709689316264899587035202045800233525035801288869299372467449697512354726149946994795748792978598166027847760152884238571943295245858156736185306152962381310509270996292478501738295728242453440493604158727769879461094132747402273235219386233846301084057111490341849077459152411340016705423278080000000000000,1.36782085,5.802515221,7.170336071,630310,1234556,706710,1480418,115852,519536,1131130,3367672,22864,16,1.8849798150000001,2.6019639380000004,4.486943753,275341,346327,279948,366659,4633,391769,905465,1781342
694,0.32651867900000003,6845,21628,7201,26245,3397,15949,3596,18319,1059,23877,44517,85662,1798,851289498761497505067643301832483158777830658397192364497595845462375302303108718596843548704768000000,0.049733551,0.155392408,0.20512595900000002,3397,10742,3596,12676,935,4993,11136,32219,216,1,0.08831833500000001,0.09944100900000001,0.18775934400000002,2613,3228,2647,3428,46,3637,8707,16885
1613,0.46884941900000004,12071,51820,12232,63197,3079,36147,3203,41867,2658,30985,60021,141123,4315,873741373566949344029030328447776402804904090279007954345656901761181210824831812643653816126264111094943612926392402525295474131483972308291004701472577175307437972602101623212714351096181555200000000,0.07220212000000001,0.293138989,0.365341109,3079,25599,3203,30805,2497,8026,16752,62112,278,1,0.10748090900000001,0.101796175,0.209277084,2959,5158,3063,5745,202,4938,11134,22398
1044,0.489821043,8127,37932,8491,48106,3382,29792,3566,36903,1909,36683,75103,150289,3349,2046545394645438340151361910172753918069581064615440927563834106763958689810795459218426092339627298002617074987286738340060778062197777400870508076154242018533325773209600000000,0.062294674,0.27578365600000004,0.33807833000000004,3382,20813,3566,25160,1646,8324,18335,61417,246,64,0.09975942,0.08543865,0.18519807000000002,2400,3225,2467,3571,48,3924,9926,18058
611,0.411156748,6199,16677,6484,19962,3302,12605,3457,14648,705,25203,46036,84049,1231,15042955190696700109901860908542218960310625156301933469384048640000000000000000000000000,0.06967339900000001,0.12280779800000001,0.19248119700000002,3302,8353,3457,9782,607,5604,12619,30709,210,1,0.09895454000000001,0.16350387200000002,0.26245841200000003,2518,3108,2517,3273,25,3866,9285,17496
676,0.258187692,6032,18938,6141,22550,2825,13825,2884,15642,836,21168,39635,75719,1477,432889092656667127424224504295257149897041212741968022907279769819994694483887804907520000,0.043055737000000004,0.11704252000000001,0.16009825700000002,2825,9501,2884,11167,791,5032,12063,32621,225,1,0.061433152000000005,0.08620669900000001,0.14763985100000002,2636,3399,2660,3599,51,3779,9825,19069
350,0.107893792,3325,9031,3403,10705,1638,6547,1672,7437,335,12519,24336,43667,771,10327760264276922444717077368605000889930874880,0.027750537000000002,0.09863727600000001,0.12638781300000002,1638,4256,1672,4916,289,2852,6806,16366,110,1,0.044447417,0.07943539100000001,0.12388280800000001,1470,1737,1469,1808,5,2114,5500,10476
153,0.050915643000000003,1160,5199,1194,6483,578,4043,592,4914,271,7858,14953,26363,310,1972177468372970496000,0.018171355,0.08268868,0.100860035,578,2742,592,3276,218,1605,3509,9142,49,1,0.034644693000000004,0.047843939,0.082488632,513,703,512,763,5,908,2264,3944
285,0.14917449900000002,2286,9134,2365,11289,1104,7022,1138,8448,434,13816,26455,47068,603,33311042968893118378030796466930906562560,0.036881979,0.125755382,0.162637361,1104,4813,1138,5709,358,2928,6475,16775,91,1,0.041447957,0.09422222300000001,0.13567018,943,1212,942,1291,0,1628,4155,7232
253,0.160610835,1893,6595,1973,8188,863,5040,902,6187,319,14321,28547,44200,445,68588252494882046755209216000,0.02234059,0.090941375,0.11328196500000001,863,3358,902,3953,250,2118,4394,11631,97,1,0.057880999,0.08737765800000001,0.145258657,742,1050,756,1172,15,1205,2668,4676
364,0.202001329,3032,10202,3176,12561,1260,7526,1318,9030,469,13609,25649,47714,1206,343224830294223700516722554438860432394462636802048000,0.032504886000000004,0.114865275,0.147370161,1260,5141,1318,6092,372,2860,6268,17042,89,1,0.052970839000000006,0.073940139,0.126910978,954,1228,958,1319,5,1628,4070,7203
305,0.21826989200000002,2346,12521,2399,15804,1040,9901,1076,12158,641,13797,27918,53740,678,12926374703772044058808709329506443785666560000,0.028834527000000002,0.103345159,0.13217968600000002,1040,6890,1076,8278,537,3353,7350,21093,90,2,0.038924861000000005,0.076875282,0.11580014300000001,980,1465,1004,1625,35,1898,4683,8271
1921,0.60188235,14609,57771,14998,70606,5022,40257,5266,44910,2346,37028,72942,169165,9992,157104535605022562838256240711372490848885433101934896275402149436170535028325601119511096173599812313447751784955755769537669420895533039460436412671153197140349951688728341193516220084813723168390617383401531969572946870580501761463781883256404013139618670629112650691595397122878755307959305220212490267333815351289452556272002287855213860572372715371335038787913407844278357703555809280000000000000,0.16527940100000002,0.363564541,0.5288439420000001,5022,23834,5266,28608,2217,8667,19686,65874,357,1,0.181467808,0.101288448,0.28275625600000004,4094,5380,4210,5874,134,5825,14219,28011
1006,0.21858558800000003,7342,18559,7413,21922,2114,12014,2157,13875,562,21402,40231,73967,2677,60880000090177160317296545556217066947749714029516871680525779893693701404417776238948043812825803673936473720970152475078382583808000,0.052862033,0.12625676,0.179118793,2114,7828,2157,9106,499,4250,9474,24972,212,1,0.087335697,0.08660432300000001,0.17394002,2033,2723,2061,2947,37,2836,7000,13486
153,0.059144653000000005,1210,4336,1262,5303,560,3342,592,3971,243,6238,12329,20968,364,103631731282516377600,0.019299793000000003,0.085644571,0.10494436400000001,560,2432,592,2900,219,1057,2200,6967,57,1,0.027834093,0.064974606,0.09280869900000001,434,579,445,636,11,611,1410,2549
271,0.060811965,1915,10148,2010,12693,583,7246,608,8399,559,9152,17445,33125,782,1392841954886868644626268772061917682335744000,0.027737093,0.101393934,0.129131027,583,4922,608,5892,497,1387,2548,10379,72,1,0.043264271,0.06991348700000001,0.113177758,408,819,407,914,20,557,1063,2431
