File Length,C# character-level grammar parse time (seconds),C# character-level grammar reachable SPPF node count,C# character-level grammar full SPPF node count,C# character-level grammar reachable SPPF edge count,C# character-level grammar full SPPF edge count,C# character-level grammar reachable non-token SPPF node count,C# character-level grammar full non-token SPPF node count,C# character-level grammar reachable non-token SPPF edge count,C# character-level grammar full SPPF non-token edge count,C# character-level grammar ambiguity node count,C# character-level grammar GSS node count,C# character-level grammar GSS edge count,C# character-level grammar descriptor count,C# w/o lexical disambiguation output triple set size,C# w/o lexical disambiguation output no. of tokenisations,C# w/o lexical disambiguation lex time (seconds),C# w/o lexical disambiguation parse time (seconds),C# w/o lexical disambiguation total time (seconds),C# w/o lexical disambiguation reachable SPPF node count,C# w/o lexical disambiguation full SPPF node count,C# w/o lexical disambiguation reachable SPPF edge count,C# w/o lexical disambiguation full SPPF edge count,C# w/o lexical disambiguation ambiguity node count,C# w/o lexical disambiguation GSS node count,C# w/o lexical disambiguation GSS edge count,C# w/o lexical disambiguation descriptor count,C# with full lexical disambiguation output triple set size,C# with full lexical disambiguation output no. of tokenisations,C# with full lexical disambiguation lex time (seconds),C# with full lexical disambiguation parse time (seconds),C# with full lexical disambiguation total time (seconds),C# with full lexical disambiguation reachable SPPF node count,C# with full lexical disambiguation full SPPF node count,C# with full lexical disambiguation reachable SPPF edge count,C# with full lexical disambiguation full SPPF edge count,C# with full lexical disambiguation ambiguity node count,C# with full lexical disambiguation GSS node count,C# with full lexical disambiguation GSS edge count,C# with full lexical disambiguation descriptor count
352,0.10396429300000001,3385,9113,3489,10730,1715,6686,1744,7514,394,12544,23409,43484,668,34951872978051778965098095747275235000320000,0.029712358,0.10024107800000001,0.129953436,1715,4628,1744,5358,359,2750,6528,18117,119,1,0.057257395,0.09324824300000001,0.150505638,1557,1896,1556,1990,10,2015,5180,10310
2171,0.934378189,26767,62265,29047,74932,14447,45638,15211,52020,2698,89677,157669,293035,4430,39939931075202220554593193941269623689573356193112177604306724772192526478375464454940677507267565002746527476611324053459183384862229093809003507269147398393375257330000549339564305378292415452679060448138516591889308712960000000000000000000000000000000000,0.12399270500000001,0.37312373400000004,0.497116439,14447,31519,15211,36808,2322,19986,45777,115897,844,1,0.112143355,0.177984631,0.290127986,10160,11633,10159,12089,25,14812,36361,67471
58,0.030504772000000003,309,1244,312,1640,60,964,63,1292,2,1249,2689,4524,326,5385888989184,0.012905027000000001,0.083491305,0.096396332,60,286,63,319,2,154,403,902,9,1,0.025381607,0.040070509000000004,0.065452116,60,108,63,135,2,154,403,629
207,0.23651015500000003,1616,8864,1686,11425,785,7181,822,9116,462,14076,29004,48448,411,41097441114251614325298954240,0.021603085,0.10128608800000001,0.122889173,785,4884,822,5826,345,2432,5043,15439,67,1,0.030863228000000003,0.06945464500000001,0.100317873,593,918,592,993,5,1005,2410,4614
374,0.48699752900000004,3279,18360,3490,23522,1538,14593,1640,18119,1011,21312,44433,81355,867,199012949512704106939845507566144442295530777579544903680,0.031363349,0.131568044,0.162931393,1538,10298,1640,12410,823,4921,10339,31439,123,1,0.058004977000000006,0.102468157,0.16047313400000002,1025,1880,1024,2063,30,2273,5438,9622
1596,0.388774257,14595,46078,15349,55460,5763,31071,6211,33921,1993,29691,55088,127207,5830,34144784246854612464282839289198639697722294723540501253651479369940263291189695750383817833503388801360606550667376796327740178208377683445551970294591851309920077981500473747985321753128755888794791117487120310149536306344798546997058646835549779337914640572937816212766720000000,0.081021165,0.16833278000000002,0.24935394500000002,5763,18766,6211,22482,1885,6844,15283,47837,317,1,0.175721959,0.13423037300000001,0.309952332,3797,4869,3876,5229,120,5127,12050,24276
1849,0.41270047400000004,17799,53885,18752,64667,7666,37318,8225,40902,2383,36676,67147,153677,7148,7732751463394052458582302378450147715206137362147307351627877624734764156669002984817453487958200941207621302331483941000910090971957580838593100233877509080200657322361184080132879596059141744069884078298659099092328581915946174974119282435441766567140057066060684747621195553848635950501977022839524409410320581645430475251250136576311608886689792000000,0.149394584,0.271384106,0.42077869,7666,23193,8225,27627,2240,8906,19497,60005,451,1,0.198532072,0.127489855,0.32602192700000004,5145,7207,5234,7772,195,6958,15801,32887
1203,0.5391174470000001,11762,37298,12525,45143,5175,25776,5628,28220,1634,25056,46900,107391,5003,1166822953325885056153655035952271692583739598794020949307126573074727678026628013788062027396031235731293359018272084741658154636642456488678257525542420831786209706707181282043320183173151964377418117344018769482728827623833600000000,0.119563845,0.263601813,0.383165658,5175,15521,5628,18629,1531,5817,12897,40363,260,1,0.214421609,0.10355755300000001,0.31797916200000004,3205,3921,3289,4227,100,4309,10011,19730
23182,5.764136623000001,176114,677010,181342,838116,64467,502697,67162,600716,26492,575492,1137591,2430263,158206,5122416793480152163583197828804954785600783475155360605066204881286503624836046258911569213877027107141649519999079921336709075410301797378238451050410800637428377524738074676007720012592650940734061930343364378116740297066487920542343015861387125674270454419803082616508131176996538984248815502844222148358287991192336659048670165820389863192029300060887736839883433318455600346725056184627530586198546514655469238551162186455546000876884449405913293176505739036660498340567665499850208173535504711332292692582920578250304598809917528442686710082022569060164471904351222336333123181469988075794610986957697346069343513135016207991291617481597103435221840188947698441675296533426683780587454122441785389308965907902043673889704263250749981498400736993714476771802553568282309658989865041890344179692612875254153779832970614202066267354093777822382400940990464805382473665244854122989841621372817334147366960888943541863228088717758221390074935290567641892328511961199314891516292438912029261484788780432229298757557090582594201396365726718576940563236473125137713566792577422387442112310467793929279957377095080326927373414572685423376652994591562878671261970598280194916900895688213911149410657123194652485767198275619111223062840067500481577866716602838812837958991152883774186960573003141064858462555082646193291183821000002563247683274634848549748006331089087696582499832530071783074155239368357611243280951626766531765852884866913835070168851500197170104840157762764622274543599621026427672909156233712890631011568231816267425434042694604410071331765424029798315612467562111535265990472111268725908030098098218766028152326897895075586642426696575972120517330594051525143328297832204984080572399428884105173856519550711438219914159924294380204837858322604812473932207506658168481891191019582256949151765226517841335309669593451600179395919764463807634925025275106140892456411405551628989652717244284786564498449313069119770187508168823040341634399302195871183649196104212103749085233924355654982535603111093754842581852501341924969767382645649142356057061377610479823480052985133943873138477131275838808418558861381692094606370147818826271473193625838706105681812768429661253156896826085512085313108983181514187777321782885900677478625891101187470842890909880258875176483296614929461566637816881823835499618643191665608388665498355311488215247539300787224321445171531794008003719359569496015021742663388831752472169320846046158262158955892545466397412058496691699130003753000428100017964443601422291739115722294206400695591504953306958820845391453115870785246292453267674256440830710020663829932120587750287678625826077116260313349072530179118852137516492835879115808529382654722705343848233529635629555215691103905944239223515794904847858478602468878982746476303738733465198014501403043490719513851974320229329418871878876036252271371717224738440724803528921010585955195378711080715798772851415794248384000110136756031254864436275046216173591865053306600454527488174726993969083626654940624703212447488103556401303983790856537359900775868004834126904131481917934245785090849064304200347485112451795857357575829573521529449225762253291851134897850736440906161875505081047390757171963513044677968385451269499047920549905764654974146391783496746553043200161212331267370133698132865417273429781214305054003893851001808662374946875087240570957316755128064230340016025615918758621557284162348567839545088081561696773947247762058313799895489532573174246193370371572622959593590046435704541551759224553969420346532236102640684866997381137725656629111227218782306033009979506595959746568049250809829593357519955065519303128189527684345578830810904059416295121980628072125333971684818059593822948288961362186019112751482092968013975367234522361470780090169264586375039946651742666072653220958947811690948886797910665951330477284814451478684394882686461461247151343943525463915514886152305662109005701315152196943177408210187888989652078541893069226052305761948552623246541657017223054217312208890488280419492953658543713111769934787469877444518140655727668293912343797126431158336752923920024140683250321348488044084797344152836588494145145389500982082500109162391944911248129410781376953056959504510976314672807831542208804075753099922455584323122002565255059235538191622197403001996297213088530697620071566865261041506081505776986070517279783598399353544992956010032817724671437383243689501463556804850155283611388444445017534273629997474151050673306753114553642544520482387656408335597730012165208459692517130549750041097222186914636800209032596937078996992000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.743682539,3.444187453,4.187869992,64467,332710,67162,393657,21822,163733,359481,1074058,4832,32,1.426804627,0.8567793370000001,2.283583964,52445,75654,53020,85039,480,96378,235180,426155
130,0.042470328,847,4376,856,5504,241,3223,245,3942,221,4871,9986,17960,260,121206703254405120,0.015197731,0.079331599,0.09452933000000001,241,2152,245,2599,184,1016,2208,6283,26,1,0.024421327000000003,0.049969178,0.07439050500000001,218,403,217,452,5,538,1335,2231
595,0.217755355,5113,17088,5308,20771,2145,12513,2247,14620,724,19980,38473,71968,1779,10474910520302000236292060594031267880584996813668507179707624942112693932505522395886387200,0.05600824,0.16032362800000002,0.216331868,2145,8375,2247,9875,623,4406,9582,27567,156,1,0.09210960700000001,0.134435568,0.22654517500000002,1679,2446,1690,2688,31,3008,7079,13542
4277,1.6994213310000001,41518,152100,46045,196089,13153,107648,14175,131118,6544,121677,241626,491918,15620,230368132365106632697784266073566993692086636135548817572898895833228952469990412240279891107086847760393059636665881970869764974376428870845559873733314397790314561825296474397919131497131664066110782296447252828143820924904777595012118541291460048200106175117390996697888144927883453394085195131191003510138088113169962479233186362199953566473628604015065211459133654156513729690107982104692556659583496166064490342362313874463278266838169229874786060672297081652649098228865295542338152058962625289975396284814663863989043540712603679302983466859984798388614852039521120095869615253698164726997935540040305381212160000000000000000000000000000000,0.147974549,0.812665701,0.9606402500000001,13153,71330,14175,86558,5569,26950,56034,194321,820,1,0.227763174,0.141269845,0.369033019,7145,12146,7310,13863,376,15628,35253,62854
518,0.36935753400000004,4500,13233,4602,15639,2033,9620,2080,10877,634,16152,29384,56333,1304,58498690048518908878343925964366188610779963671001990612259881678274560000,0.036917712000000005,0.10433866400000001,0.14125637600000002,2033,6799,2080,7985,592,3431,7778,21407,155,1,0.055562864000000003,0.07332136,0.12888422400000002,1873,2387,1895,2551,46,2407,5964,12115
5034,1.7208044020000002,43045,176429,44255,218345,18387,129747,19057,151753,8930,152690,293829,606068,14744,566499843844245607779166181922291422047241763713090217319993581967937879480760146505979648707572492788335301366339819639065131556401690412558990081140951453979245502741070334388608728460870737579332257463897011287788234742801202311225728588222254003110419066424967625993854278303069041567193867470099899521688951527251580228406646088993615624005330244478970716235177825523471325640580090200237957910320195488141486283125686706891792181359623681765840786254744394378244437393156248214746644017011692035988853171031339692793642868017073622739216809080363133419978761816544530982762483659908000612790651011392645717693426478499418539841323394366644192961459646363373599983931889354855183639200931221611112038400000000000000000000000000000000000000000000000000000000000000,0.16819720600000002,0.539222517,0.707419723,18387,90576,19057,108874,8124,37769,84258,256760,1405,1,0.26762412,0.368429854,0.6360539740000001,16231,22635,16496,24647,505,25856,62448,118206
1957,0.8204028430000001,17731,62204,18699,76411,8086,47542,8622,56317,3046,63698,125299,245946,6206,643510339977289387592649903202621519141091850396650183985733681097884641146912222306960278877225766853597838326975397395638189032363559758724624485057072146367192352533124642082012348438633712877623707665798174244785246025848757526000817421579512979180083993870829784652245522245982618694223059574702919216812523520000000000000000,0.08866354200000001,0.229295414,0.317958956,8086,33335,8622,40271,2852,14310,32199,98580,534,4,0.13436873100000002,0.20035111700000002,0.33471984800000004,5917,8149,6114,8967,187,9289,22561,43202
722,0.292927738,6183,19152,6433,23091,2655,14768,2818,17464,966,17333,32423,69536,3331,104071398350673832063900484817807797150241675489239467779076328129249064067343761348496969242913876207025871966965047808967909048320,0.062994806,0.125310569,0.18830537500000002,2655,9776,2818,11710,894,3741,8755,26362,179,1,0.125022137,0.069371388,0.194393525,1960,2443,2028,2646,41,2376,6035,12170
109,0.043682599,1050,3957,1113,4963,577,3123,614,3835,204,6301,12004,21084,178,1071548818560,0.017585423000000003,0.085688628,0.103274051,577,2289,614,2729,168,1287,2822,7555,42,1,0.02110093,0.048180798000000004,0.069281728,449,534,459,564,1,667,1699,3085
1926,0.499546429,16651,67174,17016,81304,6418,49175,6625,56094,3089,44795,87467,205278,5950,1864726076535795209573496434469623008322937960692714063952799589019916558320459066348201184973093341953548097850383868164252284770955309561449108409153230945351250324381071614942304718149143444350721339641052817246003261253873807177938684685840930416133976345885359953266607843648253322067968000000000000000,0.094337213,0.305213781,0.39955099400000005,6418,33675,6625,39639,2902,12468,27679,91352,495,1,0.118181328,0.105143286,0.223324614,5772,8410,5853,9087,204,8545,20465,41010
483,0.199622253,3917,12883,4038,15565,1595,9356,1660,10768,514,13208,25987,50362,1540,2364478537422138572078946189012220869727610963584316477579654809919813695926435840,0.053296992,0.158083522,0.21138051400000002,1595,5937,1660,6941,453,2670,5985,17966,135,1,0.057532724,0.080989318,0.138522042,1292,1650,1323,1777,28,1482,3683,7556
129,0.046234649,929,3812,973,4759,376,2850,400,3457,214,5412,10207,17706,301,337240961410129920000,0.017067918,0.080573987,0.097641905,376,1976,400,2363,184,781,1528,5498,37,1,0.026691771000000003,0.045283392000000006,0.07197516300000001,301,380,310,421,10,391,826,1557
256,0.100880702,2521,7790,2605,9459,1347,5827,1371,6784,336,11341,21117,38318,504,82283638709075307116101632000000,0.024417833,0.09312461300000001,0.11754244600000001,1347,3999,1371,4662,272,2574,5860,14887,102,1,0.039442964000000004,0.08190641,0.12134937400000001,1228,1423,1227,1488,0,1755,4405,8254
3691,1.606458371,30273,151428,31695,191515,13171,117001,13989,142413,8173,139778,280559,565867,12063,426192293013594690017040064896244365634540050778187346456620931348630800378356254201429958184430840451420977340077265809986112725664514933863586302934971566279447206333045652888414119702552863067524649969565935330757710031133695938125344135970074064211888434574837947601914195741353602587600123439245194503909518050226695146237701922830974501195270245592641581097502252621996159032213900410119687141066388907346277689513115704037300439113877331434406420218255765197548152334647653669965247755687733084043644361540896401169204337857810648337872085790290371079835641396102888003825827840000000000000000000000000000000000000,0.138550466,0.605889079,0.7444395450000001,13171,80928,13989,97807,6956,33684,72026,233362,954,1,0.23625857500000003,0.300352455,0.53661103,10555,14905,10840,16495,286,17724,42839,76645
1456,0.48737,12320,50039,12905,61919,4283,34340,4431,38704,2381,35028,64433,138787,4894,4466847521737718878582806359642042390181219800739727932041189951011288032774054495571356772010811567716556080206551068957749478335178613964140983705903605901415538612766366474707140405033783204584054338122742010376757922758656000000000000,0.08268860700000001,0.19172740000000002,0.274416007,4283,21895,4431,26185,2232,7363,15447,52306,347,1,0.116017483,0.092897529,0.208915012,3694,5318,3748,5751,117,4812,11028,23090
893,0.304971745,8187,31845,8798,39974,3178,22860,3377,26792,1669,26007,49141,101850,3371,10878622001993756640925276026691046258766996106323379004161909647360269850739114664694492368109784216059265374578874146736326479780609011587481600000000,0.064599064,0.153329964,0.21792902800000002,3178,15587,3377,18762,1498,5195,10980,39207,207,1,0.11361654900000001,0.082996067,0.19661261600000002,2303,3048,2352,3310,62,3118,7299,14395
889,0.312778883,6573,31549,6727,39064,2345,23028,2459,26623,1694,23195,44990,97212,3607,1508801940434420767599153405116168661501628629979177385973915698807319645268951687735051007464557809463068696508393763963738586550622704796466636393012574919065600000000,0.058764567000000004,0.13400411,0.192768677,2345,15680,2459,18908,1567,4797,10079,37860,196,1,0.095858129,0.088361621,0.18421975000000002,2178,2974,2257,3274,83,2993,6855,13668
756,0.36384771000000005,5574,25519,5731,31990,2026,18821,2122,22595,1265,23424,46597,92200,2593,5866818567649857447948688072284683544188201315802525057350064005500076923794721849278946187478400615650222591222743040000,0.047185695,0.124481797,0.171667492,2026,12980,2122,15603,1098,5247,11125,36248,173,1,0.084567548,0.07097938200000001,0.15554693,1773,2463,1814,2705,38,2910,6873,12715
408,0.18855671000000002,2879,16383,2960,20764,1006,12278,1050,14724,832,13337,27787,55419,1395,2128436935831811378201324323860529742486717763491629429247735899438466256076800,0.036108447,0.10416498,0.140273427,1006,8305,1050,10022,729,2989,6377,21830,101,1,0.053123939,0.080682925,0.133806864,865,1373,884,1528,31,1560,3733,6712
306,0.21998533,2298,11530,2373,14576,895,8791,944,10708,578,11305,23527,45176,820,18127329916751908448395506617900994498920448000,0.026669134,0.11770138200000001,0.144370516,895,5943,944,7175,489,2654,5771,17561,81,1,0.039849273000000004,0.09716907200000001,0.137018345,748,1158,777,1316,36,1455,3483,6000
993,0.46791356,7787,40090,7988,50064,3447,30314,3588,35751,2127,39161,74995,149916,3319,91844655341475799591698855815777826990984579646882619597245162949888636397951285101533050857833460268885538672784542364190734428961795507655997277601792000000,0.06478353,0.19879839600000002,0.263581926,3447,20592,3588,24767,1857,8508,18042,57583,269,1,0.093290227,0.118335329,0.21162555600000002,3187,4224,3285,4644,106,4993,11631,21989
401,0.18133326100000002,3490,14445,3652,18107,1686,10936,1763,13194,779,17107,33502,62019,925,2929662542426743181759366627201587919174784138608640000000000,0.032928962,0.12268725000000001,0.155616212,1686,7668,1763,9160,646,4029,8994,24708,130,1,0.046129341000000004,0.088291884,0.134421225,1394,1766,1413,1899,21,2291,5643,10056
626,0.352701117,4526,23722,4618,29660,1465,17260,1534,20251,1281,16424,32741,70350,2215,7876253851024354812991573438094195595270620210148138988534272292483838928940302155244895878684975562752000000,0.048028844,0.12689481800000002,0.174923662,1465,11799,1534,14243,1169,3474,7219,28174,133,1,0.071184014,0.062821605,0.13400561900000002,1349,2063,1398,2300,68,1928,4409,8932
629,0.261437269,4928,25508,5105,31857,1775,18503,1885,21460,1368,17296,34234,73835,2276,133599056380895371465091137064196546537604918282704771865374182554410107023937601470762928455540803371427430400000,0.045965813,0.17322319600000002,0.21918900900000002,1775,12406,1885,14949,1245,3680,7594,28979,142,1,0.08411898500000001,0.07316117500000001,0.15728016,1424,2249,1463,2493,67,2083,4701,9580
629,0.343805156,4547,23743,4639,29681,1465,17260,1534,20251,1281,16430,32747,70362,2215,7876253851024354812991573438094195595270620210148138988534272292483838928940302155244895878684975562752000000,0.044963938,0.113109975,0.158073913,1465,11799,1534,14243,1169,3474,7219,28174,133,1,0.073300156,0.075815324,0.14911548000000002,1349,2063,1398,2300,68,1928,4409,8932
649,0.29845218900000003,5112,26355,5290,32871,1850,19127,1960,22158,1418,17760,35042,75852,2326,547221734936147441521013297414949054618029745285958745560572651742863798370048415624244954953895130609366754918400000,0.048036222,0.118665354,0.16670157600000002,1850,12868,1960,15501,1295,3821,7889,29980,149,1,0.073605366,0.066110556,0.13971592200000002,1499,2394,1538,2651,72,2197,4951,10147
717,0.30545995200000003,5287,28361,5370,35259,1707,20422,1766,23589,1529,18045,35647,78497,2434,2673810564498944643309842241602638752934739341551188027297357949177431044547221060820747096028629887108602622338976972800000,0.05593835900000001,0.12341134200000001,0.179349701,1707,13852,1766,16680,1418,4013,8272,31814,161,1,0.089312762,0.076183549,0.165496311,1591,2642,1630,2927,87,2346,5255,10971
784,0.35306508600000003,7113,23381,7329,28438,3650,17832,3742,21026,1063,30940,59638,110242,2105,689047920400713273171160697146370465247618935899950392717176296361748574619318187476351300513510195200000000000,0.049708218000000005,0.139867937,0.18957615500000002,3650,12576,3742,14739,936,7569,17566,46307,268,128,0.09142644300000001,0.102484378,0.193910821,3198,4018,3197,4229,50,5095,12931,24739
1721,0.563102738,13971,53403,14272,64726,5862,40039,6034,46408,2740,52952,98829,199413,4946,493645492642864832136146140107729263322766174856536694378999457825957568712850155454786664579043808726687030261418735468364318355030449106073884297161082610036329872714527361945159829069713172098341254929615643812681617301613104282468352000000000000000000000000000000000,0.096395674,0.21134022800000002,0.307735902,5862,27459,6034,32684,2498,11476,24997,79251,501,1,0.126712809,0.09972620600000001,0.22643901500000002,5423,7564,5502,8183,169,7535,17616,35520
170,0.0557573,1333,5523,1396,6848,617,4228,641,5080,282,8638,16878,28843,394,73061609260167339891425280,0.019075247,0.085748315,0.10482356200000001,617,2920,641,3492,243,1678,3648,9755,50,1,0.030946638000000002,0.067458118,0.09840475600000001,502,653,501,699,0,958,2373,3957
580,0.23416271700000002,4672,17124,4794,20936,1945,12694,2025,14829,773,17483,34715,67103,1803,88976853687977599715800860513436338321828148728266407280711952849251671266586178829066684894019584000,0.043596522000000006,0.12096727900000001,0.164563801,1945,8230,2025,9761,693,3532,7921,24700,154,1,0.061989172,0.081327438,0.14331661,1690,2286,1737,2496,57,2221,5392,10863
407,0.11695624700000001,2577,8259,2605,9978,933,5815,952,6780,299,12264,24348,41456,1101,1027884092333983057755388884377321613197139382613812346282311680000000,0.033632769,0.12765173900000001,0.16128450800000002,933,3521,952,4191,261,2379,5613,12658,107,1,0.050663810000000004,0.07371530100000001,0.12437911100000001,910,1220,924,1349,15,1707,4426,7187
829,0.384123669,7685,17274,7810,19786,3918,12218,3962,13328,572,30461,53439,95822,1557,251325220590211480187870954741392640615936143682585191699593733683874283280842233544602743391318163482214400,0.045356041,0.131841859,0.17719790000000002,3918,8362,3962,9450,507,6791,15191,34799,319,1,0.071110635,0.102239036,0.173349671,3722,4226,3726,4371,5,5089,12327,23866
416,0.16688359,3111,9349,3162,11294,1300,6846,1339,8077,423,13401,25220,45001,1159,7916737140005302682735301315676843062610875942840559784089878528000000,0.03435945,0.106362063,0.14072151300000002,1300,4833,1339,5797,383,2395,5289,15129,126,1,0.053191082,0.075854879,0.12904596100000001,1254,1559,1283,1710,30,1626,3937,7484
276,0.06488255600000001,1983,7639,2031,9393,810,5727,834,6834,347,10770,21431,37515,918,6427775855333286517515916131615336596577976320000,0.029328846000000002,0.14043913900000002,0.169767985,810,3875,834,4584,286,2167,4818,12946,73,1,0.046045596,0.071323947,0.117369543,718,996,722,1083,5,1222,3119,5524
591,0.25311290000000003,5021,16743,5145,20056,2127,11920,2197,13384,796,16918,30719,59491,1607,1258677309777360640773162240174008412082821014442983727486053020776849181511429337907200000,0.048141878000000006,0.11682982,0.164971698,2127,7916,2197,9336,752,3387,7459,21594,168,1,0.05872907,0.073893917,0.132622987,1868,2516,1887,2689,50,2397,5644,11726
517,0.290790682,5325,18574,5816,23863,2534,13310,2662,16042,825,25714,47397,85073,1330,9022858905350056568267263455717483654746085240803860850505186017280000000,0.052296271000000005,0.12207277300000001,0.174369044,2534,8847,2662,10454,630,5196,11233,28980,168,1,0.06053066000000001,0.096248462,0.15677912200000002,1821,2271,1825,2405,5,2850,7110,12893
202,0.102014821,1911,7674,2034,9642,1001,6056,1069,7444,435,10914,21074,37803,395,54594618172423716045481574400,0.021278006000000002,0.095597077,0.116875083,1001,4389,1069,5276,354,2408,5068,13703,66,1,0.033057894000000004,0.06904178100000001,0.102099675,656,971,655,1058,10,1354,3155,5361
521,0.259945761,4829,17372,5132,21908,2535,12930,2709,15608,833,25782,48113,85189,1212,713150279437493191793272241654901447684710113011296380576491110400000000000,0.054317758,0.16483640300000002,0.21915416100000001,2535,8805,2709,10483,662,5120,11043,28522,164,1,0.072403242,0.07719255500000001,0.149595797,1686,2200,1692,2367,16,2953,7207,12645
502,0.265253731,5310,16513,5779,20446,2888,12562,3153,15042,875,24053,44290,79565,1045,76382508386527390450762247423095507787181294071595736411353907200000000,0.034653691,0.133078989,0.16773268000000002,2888,8858,3153,10642,724,4708,9985,26682,159,1,0.049773024000000006,0.07631852700000001,0.126091551,1550,2063,1561,2238,26,2762,6554,11415
307,0.203576463,2729,11196,2887,14362,1418,8202,1509,9973,553,15521,28616,51372,757,74728396094687602674067670785434058752000000,0.037398142,0.10493302700000001,0.142331169,1418,5477,1509,6513,418,3051,6430,16953,96,1,0.040592067,0.09013697400000001,0.13072904100000002,954,1203,953,1278,0,1701,4035,6955
2314,0.7650433170000001,23783,60432,25481,71622,12747,43852,13645,49485,2981,96496,161548,297149,4750,207333701551646866010578404158996602280174799749880026419775750740151434463143944762503155733676530748010002680538897525098882064566999281139930544339365116840409368855210678204677610155906581477106712139453503082310694882442489659524058443082305331399225903706229670250591101071263964588303974400000000000000000000000,0.08344169200000001,0.23480736100000002,0.318249053,12747,30746,13645,36276,2671,18058,38158,96266,758,1,0.111913598,0.146348045,0.25826164300000004,8224,9357,8223,9656,0,11897,27554,51694
245,0.057180782000000006,1747,9545,1774,11844,642,6968,655,8125,531,8683,16436,32644,622,46970603949657062321222246090145792000,0.023051323000000002,0.10054144000000001,0.12359276300000001,642,4894,655,5905,479,1850,3914,12359,64,1,0.039058281,0.086916798,0.12597507900000002,597,945,601,1037,20,1001,2439,4582
447,0.211743545,3623,16925,3757,20956,1430,12304,1507,14326,902,15044,28230,57305,1150,230669316263037937774495413968523648268285200825154596576952320000,0.035580087,0.132480971,0.168061058,1430,8463,1507,10192,807,3293,6936,21721,110,1,0.046304665,0.089009483,0.135314148,1055,1671,1059,1825,35,1862,4391,8224
643,0.28384438900000003,4454,25224,4510,32128,1163,17575,1202,20739,1374,14301,27530,63307,2387,30291423276771059818268515915114615459393707691220323648491663315410352512318716810100736000000000000,0.060775009000000005,0.139908467,0.200683476,1163,11828,1202,14437,1269,3267,6800,26260,113,1,0.07678639500000001,0.062260588000000006,0.139046983,1082,1809,1106,2002,56,1826,4231,8197
294,0.061838228,2220,9401,2266,11584,871,6746,895,7903,488,10073,18746,35787,636,3475824692274622611770446210670788608000,0.034876392,0.09206813500000001,0.126944527,871,4738,895,5676,431,2085,4557,13256,78,1,0.038073435,0.071881971,0.109955406,802,1108,811,1200,16,1208,3021,5674
262,0.130861268,1980,8448,2017,10430,800,6054,814,7076,421,9767,18141,33736,568,159734590637620524437980064828620800,0.023422146,0.09228145500000001,0.115703601,800,4127,814,4908,360,1971,4280,11813,75,1,0.033482452,0.074757241,0.10823969300000001,731,1026,730,1102,10,1168,2862,5315
287,0.13448151800000002,2103,8781,2141,10815,847,6281,861,7336,437,11009,20053,36769,614,116606251165462982839725447324893184000,0.02643861,0.10699130800000001,0.133429918,847,4288,861,5090,372,2103,4488,12302,84,1,0.040950484,0.07357992000000001,0.114530404,778,1085,777,1163,10,1238,2971,5526
113,0.045257797,752,4027,780,5077,333,3121,344,3829,220,6350,12334,21288,253,705534868736121600,0.015124144,0.078194153,0.09331829700000001,333,2140,344,2573,173,1199,2563,6885,31,1,0.025102104,0.043872478,0.068974582,269,392,268,432,0,556,1429,2347
219,0.051982679000000004,2438,6829,2761,8827,894,4527,936,5381,289,8254,15009,26781,671,16058453128745276316192267357388800,0.025000254000000003,0.092202527,0.117202781,894,2812,936,3299,225,1308,2674,7862,62,1,0.04018439,0.07829507200000001,0.11847946200000001,572,687,571,719,0,662,1571,3094
285,0.059946561,2910,10388,3261,13396,966,7235,1005,8665,513,10156,18654,36129,1027,29849847277039759866992689646194372116480000,0.026844832000000002,0.12040320500000001,0.147248037,966,5013,1005,6046,451,1862,3840,12807,73,1,0.04137479,0.06830124700000001,0.109676037,672,960,676,1033,15,1026,2384,4585
462,0.23966598600000003,3910,16366,4114,20351,1613,12099,1694,14368,846,17931,33644,64404,1116,127690158689089932715342960188067886923482542620611509747712000000,0.049063344,0.144041738,0.193105082,1613,8149,1694,9740,722,3797,8010,23247,120,1,0.054882757000000004,0.067376134,0.12225889100000001,1166,1681,1165,1810,20,2149,5058,8991
112,0.043624702,809,2678,824,3235,340,1967,344,2299,113,5060,10213,16325,264,287601580541214720,0.015619114000000002,0.091757264,0.10737637800000001,340,1331,344,1525,91,720,1605,4679,33,1,0.02489579,0.045211554,0.070107344,313,394,312,414,0,403,1034,2053
423,0.22803162800000001,3223,10834,3315,13218,1285,7993,1344,9468,522,13252,24922,45881,1280,786935224045122792925686329752734084360129109005339077527439042150400000,0.037645599,0.136794269,0.174439868,1285,5473,1344,6503,467,2347,5100,16160,113,1,0.057764504,0.066949459,0.12471396300000001,1164,1475,1198,1607,28,1443,3442,6885
383,0.215740913,3340,12197,3414,14859,1659,9283,1688,10916,559,16202,30735,56803,818,7177971325455963095979395442563150554915268005881446400,0.031210938,0.11015785,0.141368788,1659,6276,1688,7404,477,3737,8437,21546,131,1,0.047569809000000005,0.07923739,0.126807199,1521,1946,1520,2061,10,2279,5794,10973
